id,gen,smile,source,score
ADOL,0,CC(C)CNC(=O)Nc1ccc(NC(=O)NCc2ccccc2F)cc1,generated,99.9
ADOV,0,Cc1cc(NC(=O)CCc2ccc(C(F)(F)F)cc2)no1,generated,99.9
ADOW,0,CC(C)(C)NC(=O)C(C#N)=Cc1ccc([N+](=O)[O-])cc1,generated,99.9
ADOZ,0,Cc1nn(C)c(C)c1CN(C)C(=O)NCc1cccc(F)c1,generated,99.9
ADPC,0,Cc1cccc(CS(=O)(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)c1,generated,99.9
ADTC,0,CCC(C)(C)NC(=O)CNC(=O)c1ccc(C)nc1C,generated,99.9
ADTE,0,CCN(CC)C(=O)C(c1ccccc1)N(CC(C)C)C(C)=O,generated,99.9
ADTI,0,CS(=O)(=O)N1CCCCC1C(=O)Nc1ccc2c(c1)OCCO2,generated,99.9
ADTJ,0,CN(C)c1ccc(C(=O)OCC(=O)Nc2ccc(C(=O)O)cc2)cc1,generated,99.9
ADTK,0,CCN(CC)C(=O)N(Cc1ccc(OC)cc1)C1CCCCCC1,generated,99.9
ADTM,0,Cc1ccc2ncc(C(=O)Nc3ccccc3C)n2c1,generated,99.9
ADTR,0,CC(C)c1cccc(C(C)C(=O)Nc2ccc(-n3ccnc3)nc2)c1,generated,99.9
ADTT,0,COc1cccc(COC(=O)CCc2nc(-c3ccccc3)no2)c1,generated,99.9
ADUB,0,COc1ccc(-c2cc(C(=O)N(C)CCCO)ccc2Cl)cc1,generated,99.9
ADUD,0,CC(C)NC(=O)CNC(=O)NC(c1ccccc1)C1CCC1,generated,99.9
ADUG,0,COc1cc(-c2ccccc2)c(C(C)(C)C)cc1OCC(=O)O,generated,99.9
ADUL,0,Cc1ccc(CC(=O)N2CCC(C(=O)N3CCCC3)CC2)cn1,generated,99.9
ADVT,0,Cc1cc(C)n(CC(C)CN2CCC(C(=O)c3ccc(F)cc3)CC2)n1,generated,99.9
ADVY,0,Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C(=O)CN(C)C)cc1,generated,99.9
ADWW,0,CCOC(=O)CN(C(=O)c1ccc(-n2cccc2)cc1)C1CC1,generated,99.9
ADXG,0,O=C(Nc1ccc2nc(N3CCOCC3)sc2c1)c1ccc(Br)s1,generated,99.9
ADXJ,0,CC(C)c1cc(C(=O)N2CCN(c3ccccc3F)CC2)no1,generated,99.9
ADXK,0,COc1ccccc1CCC(=O)Nc1ncc(CNC(=O)C(C)O)s1,generated,99.9
ADZI,0,Cc1sc(=O)n(CC(=O)NCc2ccccc2C(F)(F)F)c1C,generated,99.9
ADZJ,0,COCc1ccc(=O)n(CC(=O)NCc2ccccc2F)n1,generated,99.9
AEAK,0,COc1ccc(-c2nnc(NC(=O)c3ccccc3)s2)cc1OC,generated,99.9
AEAW,0,Cc1cc(NC(=O)c2cc(C(C)C)nc3ccccc23)on1,generated,99.9
AEAX,0,CCCN1CCC(C(=O)NCc2cc3ccccc3nc2OC)CC1,generated,99.9
AEFP,0,CCCN1CCC(N2CCN(C(=O)c3ccc(Br)cc3)CC2)CC1,generated,99.9
AEFR,0,O=C1CC(c2ccccc2)C(=O)N1c1ccccc1-n1cnnn1,generated,99.9
AEGC,0,Cc1noc(C)c1CN1CCC2(CC1)CN(c1ccccc1)C(=O)CO2,generated,99.9
AEGD,0,CC(C)Oc1ccccc1NC(=O)CCNC(=O)Cc1cccc(F)c1,generated,99.9
AEGF,0,Cc1ccc(C(=O)NCCCc2nc(C(C)C)no2)cc1,generated,99.9
AEGI,0,COC(=O)CCN1C(=O)c2ccccc2NC1c1ccccc1,training,99.9
AEGJ,0,CCOC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2ccc(Cl)cc12,generated,99.9
AEGK,0,CCCCNC(=O)N1CCN(CC(=O)Nc2ccccc2)CC1,generated,99.9
AEGQ,0,CC1CN(C(=O)C2CCN(c3ccccn3)CC2)CC(C)O1,generated,99.9
AEGS,0,COC(=O)c1ccc(C2CC(=O)c3ccccc3O2)o1,generated,99.9
AEGT,0,CCOc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,generated,99.9
AEGZ,0,Cc1ccc(C(=O)Nc2ccc(NC(=O)C3CC3)cc2)o1,generated,99.9
AEHC,0,COc1ccc(-c2nc3ccc(NC(=O)NCCCN4CCN(c5ccccc5)CC4)cc3c(=O)[nH]2)cc1,generated,99.9
AEHK,0,CC1CN(C(C)CO)C(=O)Cc2ccc(NC(=O)Nc3ccccc3F)cc2OC1CN(C)CC(=O)N(C)C,generated,99.9
AEHL,0,CCOC(=O)c1c(C)nc(NCc2ccccc2)n(CC(C)C)c1=O,generated,99.9
AEHO,0,Cc1oc(-c2ccccc2F)nc1C(=O)N1CCCCCC1,generated,99.9
AEHU,0,COc1ccc(C2CC2C(=O)NC(C)(C)C)cc1OC,generated,99.9
AEIG,0,CC(C)c1c(-c2ccc(O)cc2)nc2ccccn12,generated,99.9
AEIK,0,CN1CCN(c2ccc(C3(C)CCCN(C(=O)c4cccc(OS(N)(=O)=O)c4)CC3)nc2)CC1,generated,99.9
AEIM,0,Cc1nc(NCCNC(C)(C)C)c2cnn(CCN3CCOCC3)c2n1,generated,99.9
AEIR,0,Cc1cccc(CNC(=O)NCCN2CCN(C)CC2)c1,generated,99.9
AEIW,0,Cc1nc(-c2ccco2)c(-c2ccc3ccccc3c2)n1-c1ccccc1,generated,99.9
AEJL,0,COc1ccc(C(=O)Nc2cc3c(cc2F)OC(=O)C(C)(C)N3)cc1,generated,99.9
AEJO,0,Cc1ccc(NC(=O)CSc2nnc(-c3ccco3)o2)c(C)c1,generated,99.9
AEJQ,0,CCCc1c(Cc2ccc(OCC)c(OCC(=O)O)c2)ccc2ccc(=O)oc12,generated,99.9
AEKB,0,Cc1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)C(=O)c3ccccc3C2=O)s1,generated,99.9
AEKF,0,CC1CCCC(NC(=O)c2ccc(-c3ccccc3)nc2)C1,generated,99.9
AEKG,0,CCOc1ccc(Cc2nnc(SCC(=O)NCc3ccccn3)n2C2CCCCC2)cc1,generated,99.9
AEKR,0,CC(=O)Nc1cccc(C(=O)NCc2ccc(-c3ccccn3)o2)c1,generated,99.9
AELC,0,Cc1cc2c(C)cn(C3OC(CO)C(O)C(O)C3O)c2cc1Cl,generated,99.9
AELJ,0,COc1ccc(C=CC(=O)NC2CCC3(CC2)OC(=O)NC3=O)cc1OC,generated,99.9
AELV,0,CN(C)C(=O)c1cccc(Oc2ccccc2C(=O)N2CCCC2)c1,generated,99.9
AEMA,0,Cn1c(CN2CCN(CCO)CC2)nc2cc(C(=O)NCC(O)c3ccc(Br)cc3)ccc21,generated,99.9
AEMJ,0,Cc1ccc(CNC(=O)c2ccc(OCc3ccccn3)cc2)o1,generated,99.9
AEND,0,CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3ccc(-c4cccc(C(F)(F)F)c4)cc3)c2)cc1,generated,99.9
AEOR,0,COc1cccc(-c2nc3cc(C(C)=O)ccc3o2)c1,generated,99.9
AEPC,0,CCOC(=O)C1=C(C)N(c2ccccc2)C(=O)CCC1(C)C,generated,99.9
AEPZ,0,CC(=O)N1CCC2(CC1)CC(=O)N(Cc1ccc(-c3ccccc3C)cc1)C2,generated,99.9
AEQB,0,O=C(NC1CCC(O)CC1)c1cn(-c2ccccc2)c2ncccc12,generated,99.9
AEQP,0,CCCC(=O)N(C)c1ccc(C=C2C(=O)Nc3ccc(C)cc32)cc1,generated,99.9
AEQS,0,CC(C)(C)C(=O)Nc1cccc(NC(=O)N2CCCCCC2)c1,generated,99.9
AERB,0,Cc1ccc(-c2cc(C(=O)Nc3nnc(C(C)(C)C)s3)oc2C)o1,generated,99.9
AERX,0,CC(=O)NC(C)Cc1ccc(NC(=O)c2ccc(C)s2)cc1,generated,99.9
AESH,0,CC(C)(C)OC(=O)N1CCCC(C(=O)Nc2ccc(Cl)cc2C(F)(F)F)C1,generated,99.9
AETE,0,O=C(NC(Cc1ccccc1)C(=O)NCc1ccccc1)c1ccc(Cl)cc1Cl,generated,99.9
AETM,0,CC(NC(=O)c1cc(NC(=O)c2cc(F)ccc2F)co1)C(N)=O,generated,99.9
AETO,0,Nc1c(-c2ccccc2)c(=O)c(=O)n(C2CCCCC2)n1CCCCCCO,generated,99.9
AETV,0,COC(=O)c1ccc(CN(C)Cc2ccncc2)c(OC)c1,generated,99.9
AEVL,0,Cc1nc(NC(=O)COC(=O)c2ccc(S(N)(=O)=O)cc2)sc1C,generated,99.9
AEVW,0,CC(=O)N1CCCC(C(=O)NC(C)c2cc(C)sc2C)C1,generated,99.9
AEWK,0,Cc1ccccc1C1(CNC(=O)NCCC2CCCO2)CCOCC1,generated,99.9
AEWW,0,CCN(CC)c1cc(CO)cc(C)c1OCC(=O)Nc1ccc(Cl)c(Cl)c1,generated,99.9
AEXK,0,CC(C)(C)OC(=O)N1CCN(C(=O)COc2ccc(F)cc2)CC1,generated,99.9
AEZX,0,O=C(Nc1ccccc1F)c1nc(-c2cccc(F)c2)no1,generated,99.9
AFBL,0,CCc1cc(NC(=O)c2ccc(C3CCCO3)c([N+](=O)[O-])c2)cc(C(F)(F)F)c1,generated,99.9
AFBZ,0,CCC(C)(C)NC(=O)CNC(=O)C(C)c1ccccc1,generated,99.9
AFDD,0,COc1ccc(S(=O)(=O)CC(=O)N(Cc2ccc(C)cc2)CC2CCCO2)cc1OC,generated,99.9
AFEG,0,CC(O)C(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)OC(C)(C)C)C(=O)O,generated,99.9
AFEK,0,O=C(Nc1ccc(-n2ccnc2)cc1)c1cccc(Br)c1,generated,99.9
AFEL,0,CC(=O)Nc1cc(C(=O)Nc2ccccc2)c2ccccc2c1O,generated,99.9
AFEM,0,CCc1nn(-c2ccccc2)c(C)c1CN(C)S(=O)(=O)c1ccc(OCC(=O)O)cc1,generated,99.9
AFEN,0,CC(C)N1CC2CC(C(=O)N3CCCC3c3ccccc3)C(=O)C2C1,generated,99.9
AFEQ,0,CCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1,generated,99.9
AFER,0,O=C(O)c1cc(O)c(O)c(NC(=O)c2ccc(Cl)s2)c1,generated,99.9
AFEU,0,CC(C)(C)OC(=O)N1CCN(C(=O)N2CCCCCC2)CC1,generated,99.9
AFEW,0,CCc1ccccc1NC(=O)Cn1nnc(-c2ccc(O)cc2)n1,generated,99.9
AFEX,0,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(C)=O)C(C)C,generated,99.9
AFEY,0,Cc1ccc(C(=O)Nc2ccc(C(C)C)nc2)c(C)n1,generated,99.9
AFEZ,0,COc1ccccc1CC(=O)Nc1ccc(-n2cnnn2)cc1,generated,99.9
AFFA,0,COC(=O)C(C)Oc1ccc(C(F)(F)F)cc1NC(=O)NCc1ccccc1,generated,99.9
AFFB,0,Cn1c(SCC(=O)Nc2ccc(Cl)cc2Cl)nnc1C1CC1,generated,99.9
AFFD,0,COc1cc(CNC(=O)CCc2c(C)nc(C)[nH]c2=O)cc(OC)c1OC,generated,99.9
AFFF,0,CC(C)N1CCN(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,generated,99.9
AFFG,0,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCN=C(N)N)NC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(C(=O)NCC(=O)N(C)C(Cc1ccccc1)C(N)=O)c1ccccc1,generated,99.9
AFFI,0,COc1ccc(C(=O)OCC(=O)Nc2cccc(CC#N)c2)cc1,generated,99.9
AFFT,0,CC1(C)CCC(CN2CCN(c3cccc(Cl)c3)CC2)CC1,generated,99.9
AFHD,0,Cc1ccc(-c2cc(C(=O)NCCc3ccc(O)cc3)n[nH]2)cc1,generated,99.9
AFHJ,0,COc1ccc(CN(C)Cc2ccc(-c3ccc(C)cc3)o2)cc1,generated,99.9
AFHM,0,CC(=O)NCC1CC(=O)N(c2cc(F)cc(F)c2)C1,generated,99.9
AFIR,0,COc1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,generated,99.9
AFIW,0,O=C(O)CN1C(=O)C(=Cc2ccc(-c3ccccc3)cc2)SC1=S,generated,99.9
AFJH,0,CC(=O)N1CCC(N2CCN(c3nc(C)c(C)s3)CC2)CC1,generated,99.9
AFKM,0,Cc1ccc(NS(=O)(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1,generated,99.9
AFMX,0,COc1ccc(NC(=O)C2CCCN2S(C)(=O)=O)cc1OC,generated,99.9
AFNL,0,O=C(Cc1cccc(Cl)c1)N1CCCN(C(=O)NCCc2ccc(Cl)cc2)CC1,generated,99.9
AFNP,0,CC(=O)N1CCN(Cc2ccc(S(C)(=O)=O)cc2)CC1C,generated,99.9
AFOB,0,CCC(Cc1ccccc1)NC(=O)c1cn(-c2ccccc2)nn1,generated,99.9
AFOE,0,Cc1ccc(OCCCC(=O)Nc2ccccc2F)c(C)c1,generated,99.9
AFOW,0,Cc1nc(C2(NC(=O)c3ccc(F)cc3)CCCCC2)no1,generated,99.9
AFPA,0,CN(CCCNC(=O)C1(c2nc(C3CC3)cs2)CC1)c1cccc(Cl)c1,generated,99.9
AFPF,0,COc1ccc(OCCNC(=O)c2ccc(Br)cc2)cc1OC,generated,99.9
AFPI,0,CCCCCCCCCCCCCCCCCCCCOCC(=O)NC(CC(C)C)C(=O)NC(CO)CC(C)C,generated,99.9
AFQI,0,CC(=O)OCC1OC(CC=C(C)C)C(O)C(OC(=O)c2ccccc2)C(C)C1OC(=O)c1ccccc1,generated,99.9
AFQW,0,Cc1cc(C(=O)Nc2ccc(Oc3ccccc3)cc2)c(C)o1,generated,99.9
AFRO,0,COc1ccc(CN2CCC(c3nnc4ccccn34)CC2)cc1,generated,99.9
AFUE,0,CC(=O)Nc1cccc(OCCN2CCN(C(=O)CO)CC2)c1,generated,99.9
AFUR,0,N#Cc1ccc(NC(=O)CSc2nnc(-c3ccco3)o2)cc1,generated,99.9
AFWO,0,CC(C)Oc1ccc2nc(NCC(O)c3ccc(C(=O)O)cc3)sc2c1,generated,99.9
AFYV,0,CCc1ccc(C(CO)NC(=O)c2cc3ccccc3o2)nc1,generated,99.9
AFZA,0,COc1cc(C(=O)NC2OC(CO)C(O)C(O)C2O)cc(OC)c1OC,generated,99.9
AFZC,0,CCCc1nc(N2CCC(F)C2)nc2c(C(C)C)cc(C)nc12,generated,99.9
AFZD,0,Cc1ccc(C)c(NC(=O)C(C)Oc2ccc(F)cc2Cl)c1,generated,99.9
AFZF,0,CC1=NN(c2ccc(Cl)cc2)C(=O)C1=Cc1c(C)nn(C)c1Br,generated,99.9
AFZH,0,CC(Nc1nccc(N2C(=O)OCC2C(C)C)n1)c1ccc(F)cc1F,generated,99.9
AFZJ,0,CC(C)c1noc(C2CCCN(S(=O)(=O)c3ccccc3)C2)n1,generated,99.9
AFZK,0,CCOc1ccc(NC(=O)c2cccnc2OC)cc1OCC,generated,99.9
AFZO,0,COCCN1CC(C(=O)N(CC(C)C)C(C)C)CC1=O,generated,99.9
AFZQ,0,COc1ccc(C(=O)CN2C(=O)COc3ccccc32)cc1,generated,99.9
AGAB,0,Cc1cccc(C(=O)NCC(=O)Nc2ccc(-n3cccn3)cc2)c1,generated,99.9
AGAH,0,CC(C)(C)C(=O)Oc1ccc2c(c1)C(C)(C)C(=O)N2,generated,99.9
AGAI,0,COc1cc(C=CC(=O)c2ccc(O)c(C(=O)O)c2)cc(OC)c1OC,generated,99.9
AGAJ,0,CCOC(=O)c1ccc(CNC(=O)C2CCCN(C(N)=O)C2)cc1,generated,99.9
AGAK,0,Cc1cc(C(=O)Nc2cccc(-c3nnc(C)o3)c2)c2ccccc2n1,generated,99.9
AGAU,0,CC(C)c1cccc(CC(=O)Nc2ccc(S(=O)(=O)NC3(C(=O)NS(=O)(=O)c4ccc(F)cc4)CC3)cc2)c1,generated,99.9
AGAW,0,CC(C)(C)c1ccc(C(=O)NCCc2ccc(F)cc2)cc1,generated,99.9
AGAY,0,Cc1cc(C#N)cc(C)c1OC(C)C(=O)N1CCCC1,generated,99.9
AGBA,0,O=C(Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-])c1ccc(-n2cncn2)cc1,generated,99.9
AGBD,0,CCn1nc(C(=O)Nc2ccccc2N2CCCCC2)c(C)cc1=O,generated,99.9
AGBE,0,COc1ccccc1-c1ccc(C(C)NC(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)cc1,generated,99.9
AGBH,0,O=C(NCCC(=O)c1ccc2c(c1)OCCO2)Nc1ccccc1,generated,99.9
AGBJ,0,Clc1ccc(C(Nc2cccc(C(c3ccccc3)N3CCCC3)c2)C2CC2)cc1,generated,99.9
AGBO,0,CCCn1c(C(=O)NCc2ccc(Cl)cc2)c(C)c2ccccc21,generated,99.9
AGBV,0,O=C1CCCC1=Cc1c(-c2ccccc2)n[nH]c1NC(=O)C1CC1,generated,99.9
AGBW,0,COc1cccc2c3nc(SC)nc(NC(C)=O)c3c3ccc(CNC(=O)CCC(=O)O)cc3c12,generated,99.9
AGBZ,0,CC(C)C(=O)Nc1ccccc1NC(=O)c1cccc(C#N)c1,generated,99.9
AGCB,0,O=C(CCN1CCOC1=O)N1CCN(C(=O)c2ccco2)CC1,generated,99.9
AGCC,0,Cc1c(COC(=O)c2ccc(C(F)(F)F)cc2)c(=O)oc2cc(O)ccc12,generated,99.9
AGCE,0,O=C(CCNS(=O)(=O)c1ccc(Cl)cc1)NC1CC1,generated,99.9
AGCG,0,O=C(CCC(=O)Oc1ccc(-c2cncc(C(=O)N3CCCC3)c2)cc1)NC1CCCCC1,generated,99.9
AGCI,0,CNC(=O)c1cnc2c(cnn2CC(C)C)c1-n1cccc1,generated,99.9
AGCJ,0,Cc1ccc(CNC(=O)c2ccc(C(F)(F)F)nc2)cc1,generated,99.9
AGCK,0,CC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)C(O)C1O,generated,99.9
AGCO,0,Cc1ccc(C)c(NC(=O)CSc2ccc(NC(=O)OC(C)(C)C)cc2)c1,generated,99.9
AGCP,0,COc1ccc(CN2CCC(C(=O)Nc3ccc(-c4cccc([N+](=O)[O-])c4)cc3)CC2)cc1,generated,99.9
AGCT,0,Cc1sc(C(=O)NCC(C)C)cc1S(=O)(=O)N1CC(C)OC(C)C1,generated,99.9
AGDM,0,Cc1cc(C(=O)NC(C)c2ccc(Cl)c(Cl)c2)[nH]n1,generated,99.9
AGDQ,0,CC(C)C(CCNC(=O)c1ccc2c(c1)C(=O)C(=O)N2)NC(=O)CCCc1ccccc1,generated,99.9
AGDS,0,COc1ccc(C(=O)NCCNc2cc(C)nc(N(C)C)n2)cc1,generated,99.9
AGDT,0,CC(=O)N1CCN(C(=O)c2cc3c([nH]c2=O)CCC3)CC1,generated,99.9
AGDW,0,CC(C)c1ccccc1OCC(=O)N(C)Cc1ccccn1,generated,99.9
AGEC,0,Cc1ccc(NC(=O)CN2CCN(Cc3ccc(Cl)cc3)CC2)cc1,generated,99.9
AGED,0,CC(C)CNC(=O)C(C)c1ccc2c(c1)NC(=O)CCS2,generated,99.9
AGEX,0,CC(O)(c1ccccc1)c1nc2c(s1)CCN(C(=O)c1ccc(F)cc1)CC2,generated,99.9
AGEZ,0,CC(C)C(=O)Nc1cccc(NC(=O)c2cc(C(F)(F)F)c[nH]2)c1,generated,99.9
AGFA,0,Oc1ccc(-c2csc3nc(-c4ccco4)nn23)cc1,generated,99.9
AGFI,0,COc1ccccc1C(NC(=O)c1ccc(C(F)(F)F)cc1)C(N)=O,generated,99.9
AGGG,0,O=C(Nc1ccc2c(c1)COC2)N1CCCC1c1ccncc1,generated,99.9
AGGK,0,O=C(NCC1(O)CCCCC1)c1cccc(-c2nnc3n2CCCCC3)c1,generated,99.9
AGGX,0,CCCCCCCCCCCCCCCCOc1ccc(CC(C)NC(=O)OCC)c(OC)c1,generated,99.9
AGHO,0,Cc1ccc(-n2ccnc2SCC(=O)Nc2cccc(N)c2)cc1,generated,99.9
AGHX,0,CN(C)C(=O)Cc1ccc(NC(=O)Cc2ccccc2F)cc1,generated,99.9
AGHZ,0,CN(C)C1CCN(Cc2ccc(Nc3nc(NCc4ccc5ccccc5c4)nc(N4CCOCC4)n3)cc2)CC1,generated,99.9
AGIB,0,COc1ccc(C(=O)CSc2nnc(-c3ccc(Cl)cc3)n2N)cc1,generated,99.9
AGID,0,COc1cc(-c2nc(C(=O)Nc3cn(C)nn3)cs2)ccc1OC(C)C,generated,99.9
AGJE,0,CC(C)(C)OC(=O)N1CCCC(CCC(=O)NC2CCCC2)C1,generated,99.9
AGJN,0,COc1ccc(-c2noc(C3CCN(c4ccccn4)CC3)n2)cc1F,generated,99.9
AGJX,0,COc1ccc(CCNC(=O)C(C)OC(=O)CNC(=O)c2ccccc2Cl)cc1,generated,99.9
AGKA,0,N#Cc1ccccc1N1CCN(CCN(Cc2ccccc2)C(=O)c2ccc(O)c(O)c2)CC1,generated,99.9
AGKD,0,CCc1cc(-c2cc(-c3cccnc3)nn2-c2ccc(C)cc2)ccn1,generated,99.9
AGKE,0,COC(=O)N1CCC(CNC(=O)c2cccc(C(F)(F)F)c2)C1,generated,99.9
AGKN,0,CC(Oc1cncc(-c2ccc3nc(N)ncc3c2)c1)c1ccc2ncccc2c1,generated,99.9
AGLH,0,CCCN(CCC)CCCOc1ccc(-n2cc(-c3ccc(N4C(=O)C=CC4(C)C)cc3)nn2)cc1,generated,99.9
AGMJ,0,CCNC(=O)CN(Cc1cccc(OC)c1)C(=O)COC(C)=O,generated,99.9
AGNC,0,COc1ccc(NC(=O)COC(=O)CNC(=O)c2ccco2)cc1OC,generated,99.9
AGNZ,0,CCOc1c(S(=O)(=O)Nc2ccc(Cl)cc2)cc(C)n(C)c1=O,generated,99.9
AGOU,0,O=C(COc1ccc(F)cc1F)NCc1ccc(C(F)(F)F)cc1,generated,99.9
AGOW,0,CCOC(=O)c1oc2ccccc2c1NC(=O)NC1CCCCCC1,generated,99.9
AGPS,0,CC1(C)CC(=O)c2c([nH]c(=O)n2Cc2ccc3c(c2)CCCC3)C1,generated,99.9
AGTF,0,COC(=O)c1cc(C(=O)N(C)Cc2ccccc2)sc1C,generated,99.9
AGTY,0,CCOP(=O)(C=Cc1ccc(OCCCCCCCCCCNC(=O)c2ccc(OC)cc2)cc1)OC,generated,99.9
AGUU,0,CC(C)C(=O)N1CCC(c2ccc(C(CNC(=O)C3CCC3)C(=O)N(C)C)cc2)C1,generated,99.9
AGVH,0,CC(=O)Nc1ccc(C(=O)NCCc2nc(C)cs2)cc1,generated,99.9
AGVL,0,COc1cc(C)ccc1OCC(=O)Nc1cc(C(N)=O)ccn1,generated,99.9
AGVU,0,NS(=O)(=O)c1ccc(N2CCC3(CCN(C(=O)C4CC4)C3)CC2)cc1,generated,99.9
AGVW,0,Cc1cnc2cc(C(=O)Nc3ccc(F)c(C)c3)cn2c1,generated,99.9
AGXA,0,O=C(CSc1ccccc1)Nc1ccc(C(=O)N2CCCC2)cc1,generated,99.9
AGXC,0,COc1ccc(CNCc2ccc(C(=O)N(C)C)o2)cc1,generated,99.9
AGXD,0,CCN(CC)C(=O)c1cc(CN(CC)C2CCCCC2O)cs1,generated,99.9
AGXE,0,CC(C)(C)n1ncc(C(=O)N2CCOCC2)c1C1CC1,generated,99.9
AGXH,0,CCCCNC(=O)Cn1c(=O)[nH]c2ccccc2c1=O,generated,99.9
AGXI,0,O=C(Nc1ccc(F)cc1)c1ccc(NC(=O)C2CC2)cc1,generated,99.9
AGXK,0,CC(C)(C)C(=O)NCc1ccc(C(=O)NCC(=O)N2CCOCC2)cc1,generated,99.9
AGXL,0,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(N)Cc1ccccc1)C(C)C)C(N)=O,generated,99.9
AGXM,0,CC(C)(C)C(=O)Nc1ccc(N2CCC(O)CC2)c(Cl)c1,generated,99.9
AGXN,0,Cc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)n(C)n1,generated,99.9
AGXO,0,COc1ccc(NC(=O)C(C)NC(=O)C(C)(C)C)cc1OC,generated,99.9
AGXQ,0,O=C(O)c1ccc(CN2C(=O)C3C(C(=O)Nc4ccc(Cl)cc4)C(c4cccc(C(F)(F)F)c4)C3C2=O)cc1,generated,99.9
AGXS,0,CC(C)(CNC(=O)c1cccc(F)c1)c1ccncc1,generated,99.9
AGXW,0,COc1ccc(C=Cc2c(C(=O)NCc3ccccc3)cc(-c3cc(Cl)cc(Cl)c3)n2-c2ccccc2)cc1,generated,99.9
AGXX,0,CCCCN(C)C(=O)C1CCN(C(=O)c2cccc(F)c2)CC1,generated,99.9
AGXY,0,COc1cc(-c2nc(-c3ccc(Cl)cc3)cs2)ccc1O,generated,99.9
AGYA,0,Cc1ccc(S(=O)(=O)N(C(C)C)C2CCN(CCO)CC2)cc1,generated,99.9
AGYB,0,N#CC1=C(N)N(C2=NC(CO)C(O)C2)C(=O)C1=Cc1cccc([N+](=O)[O-])c1,generated,99.9
AGYD,0,Cc1cc(C)c(S(=O)(=O)NC2CCCC(C)C2)c(C)c1,generated,99.9
AGYP,0,Cc1ccc(CNC(=O)NC(C)c2ccc(C)c(C)c2)cc1,generated,99.9
AGZS,0,COc1ccc(OC)c(C=Cc2cc(OC)c(OC)c(OC)c2)c1,generated,99.9
AHAT,0,CCCC(C)N(C(=O)C1CC2CCC1C2)C(C)C(C)C,generated,99.9
AHBK,0,CCc1noc(CC)c1CCNC(=O)N(C)Cc1ccccc1,generated,99.9
AHBV,0,CCOC(=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1,generated,99.9
AHCI,0,Cc1cc(=O)oc2cc(NC(=O)C(C)C)ccc12,generated,99.9
AHEL,0,Nc1ccc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc1,generated,99.9
AHEU,0,COc1ccc(-n2cc(CNC(=O)Nc3cccnc3)nn2)cc1,generated,99.9
AHFD,0,CC(=O)NC(C)c1cc(-c2ccc(O)cc2)c2ccccc2n1,generated,99.9
AHFF,0,COc1cccc(-c2cc(C(=O)NCCOc3ccccc3)n[nH]2)c1,generated,99.9
AHFT,0,COc1cccc(C(=O)OCC(=O)Nc2ccccc2F)c1,generated,99.9
AHFW,0,Cc1cc(C)cc(OC(C)C(=O)Nc2c(C)nn(C)c2C)c1,generated,99.9
AHFX,0,CCCc1nnc(NC(=O)c2cc(-c3ccccc3)on2)s1,generated,99.9
AHFZ,0,CN1CCN(C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,generated,99.9
AHGO,0,O=C(CCc1ccccc1)Nc1nc2ccc(Cl)cc2s1,generated,99.9
AHGR,0,Cc1noc(C)c1NC(=O)C(C)Cc1ccc(-n2cccn2)cc1,generated,99.9
AHHI,0,CCCN(CCC)CCOc1ccc(OCCCCC(=O)O)c(OC)c1,generated,99.9
AHHQ,0,CC(C)N(Cc1cnn(C)c1)C(=O)c1ccc(Cl)c(Cl)c1,generated,99.9
AHHR,0,COc1ccc(S(=O)(=O)N(C)C)c(OC)c1OC,generated,99.9
AHHU,0,COc1ccc(CCC(=O)N2C(C)COCC2C)cc1OC,generated,99.9
AHJC,0,Cc1cc(C(C)NC(=O)CCc2ccc(O)cc2)c(C)s1,generated,99.9
AHJF,0,CCN(C(=O)c1cc2ccccc2[nH]c1=O)C(C)C(C)C,generated,99.9
