id,gen,smile,source,weight,score,logp
ABRQ,0,Cc1ccnc(Nc2nnc(C(=O)NCc3cc(C)on3)s2)c1,generated,330.373,-7.0,2.2115400000000003
AARS,0,Cc1ccc(C(=O)COc2ccc(F)cc2)c(C)c1,generated,258.292,-7.0,3.704240000000002
ABNT,0,COc1ccc(C(=O)Nc2cc(Nc3cccc(C(=O)O)c3)ncn2)cc1,generated,364.36100000000005,-7.0,3.1793000000000013
AAGJ,0,CCCCC(C)(O)c1cc(O)c(O)c(-c2ccc(O)cc2)c1,generated,302.37,-6.9,3.8681000000000028
AAEC,0,Cc1ccc(C(O)c2ccc3oc(=O)ccc3c2)cc1,generated,266.296,-6.9,3.1831200000000015
AAIK,0,C=CCN(Cc1ccccc1)C(=O)Nc1ccc(C)c(C)n1,generated,295.386,-6.9,3.918540000000003
ABIC,0,CC1(C)C=Cc2c(O)cc(O)c(C=Cc3cccc(O)c3)c2O1,generated,310.34900000000005,-6.9,4.158000000000003
ABMN,0,Cc1nc(C(N)=O)cc(N)c1C#CCN1CCN(c2ccc(F)cc2)CC1,generated,367.42800000000005,-6.9,1.3839200000000003
ABMK,0,CN(C)CCNc1ccc(C(=O)C=Cc2ccc(O)cc2)c2ccccc12,generated,360.45700000000005,-6.9,4.415000000000004
ABRX,0,CC(C)(C)CC(NS(=O)(=O)Cc1ccc(F)cc1)C(=O)O,generated,317.382,-6.9,2.1345
ABMP,0,O=C(Cc1ccc[nH]1)N1CCC(C(=O)N2CCCC(O)(C(F)(F)F)C2)CC1,generated,387.40200000000004,-6.9,1.7115999999999996
AAPQ,0,Clc1ccc(CC2CC2)cc1CNC(c1ccccc1)c1ccccc1,generated,361.91600000000005,-6.9,6.171700000000005
AAIW,0,CC(NC(=O)C1(C)OCCO1)c1ccc(-c2ccccc2)cc1,generated,311.381,-6.9,3.293800000000002
AAAG,0,Cc1ccc(C(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)cc1,training,324.38000000000005,-6.9,2.7197200000000006
AAWS,0,O=C(NCc1cccc(C(F)(F)F)c1)N1CCN(c2ccccc2)CC1,generated,363.38300000000004,-6.9,3.7372000000000023
AAWQ,0,Cc1ccccc1NC(=O)Cc1cc2ccc(OCC(=O)NCCCN3CCCCC3)nc2[nH]1,generated,463.58200000000033,-6.9,3.4235200000000017
AAUZ,0,Cc1ccc(C(=O)NCCc2nc3ccccc3[nH]2)c(=O)[nH]1,training,296.33000000000004,-6.9,1.5321199999999997
ABMI,0,COC(=O)NC(c1nc2ccccc2[nH]1)c1ccc(C)o1,generated,285.30300000000005,-6.9,2.909720000000001
AACQ,0,N#CC(=Cc1ccc(OC(F)(F)F)cc1)C1CCCCC1,generated,295.30400000000003,-6.9,5.072480000000002
AAOW,0,O=C(Nc1ccc(O)c(-c2ccccc2)c1)c1ccc(Br)o1,generated,358.19100000000003,-6.9,4.667000000000002
AACY,0,O=C(O)Cc1ccc(-c2noc(-c3ccc(O)cc3)n2)cc1,generated,296.282,-6.9,2.736300000000001
ABLO,0,CCC(C)NC(=O)c1csc(NC(=O)c2cccc(C)n2)n1,generated,318.40200000000004,-6.9,2.6271200000000006
AASV,0,Cc1cccc(C)c1NC(=O)C(C)Nc1ccc(F)cc1Cl,generated,320.7950000000001,-6.9,4.535040000000003
ABKC,0,CC(C)(C)OC(=O)N1CC(Oc2ccc(Cl)cc2)CC1C(=O)NO,generated,356.8060000000001,-6.9,2.6022
ABKM,0,COc1ccc(C2Nc3ccccc3N(C)Cc3ccccc32)cc1,generated,330.43100000000004,-6.9,4.846500000000003
AAZQ,0,Cc1ccc(C(=O)COC(=O)c2ccc(C(N)=O)cc2)s1,generated,303.339,-6.9,2.19512
AAVE,0,CCN(CC)CCCNc1cc(-c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ncn1,generated,507.58200000000016,-6.9,5.107000000000004
AAUA,0,N#Cc1ccc(CN2CCN(c3nccc(C(F)(F)F)n3)CC2)cc1,training,347.3440000000001,-6.9,2.689280000000001
ABEN,0,Cc1cc(C)cc(NC(=O)NC(C)c2cc(C)on2)c1,generated,273.336,-6.9,3.482560000000001
AAZH,0,CC(=O)NCCCC(=O)N1CCC(c2nc3ccccc3[nH]2)CC1,generated,328.4160000000001,-6.9,2.1852
ABAH,0,COc1ccccc1OCC(=O)Nc1ccc(-c2n[nH]c3c2CCCC3)cc1,generated,377.4440000000002,-6.9,3.981600000000002
ABPC,0,CCCCC1(CC)Cc2cccc(OCc3cccc(Cl)c3)c2O1,generated,344.8820000000001,-6.9,6.192900000000005
ABPH,0,O=C(O)CCNC(=O)c1nc(-c2ccc(-c3ccccc3)c(F)c2)ccc1F,generated,382.36600000000004,-6.9,3.8983000000000034
AAKD,0,CCOC(=O)NC(C)c1ccc(OC2CCC3(CC2)OOC(C)(C)O3)cc1,generated,379.45300000000015,-6.9,4.225900000000004
AAUX,0,CCC(=O)N1CCC(NC(=O)C2c3ccccc3Oc3ccccc32)CC1,generated,364.44500000000016,-6.9,3.4414000000000016
AAMU,0,CC(=NNC(=O)Nc1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1,generated,332.74700000000007,-6.9,3.7939000000000016
ABIZ,0,CC(C)C(=O)Nc1ccc(-c2ccc3c(c2)CC(=O)N3)cn1,generated,295.3419999999999,-6.9,2.8377000000000008
ABDP,0,C=CC1CN2CCC1C(c1cccc(C(F)(F)F)c1)C2,generated,281.32099999999997,-6.9,3.926700000000003
ABNU,0,Fc1ccc2c(c1)C(c1cccs1)CC(c1ccc(Cl)cc1)=N2,generated,341.838,-6.9,6.197000000000004
AANN,0,NCCC1CCN(c2cc3cc(Oc4ccc(F)cc4)ccc3o2)CC1,generated,354.4250000000001,-6.9,4.929400000000005
ABCZ,0,COc1ccc2c(c1)C1(CCN(C(=O)COc3ccc(C(C)C)cc3)CC1)OCC2,generated,409.52600000000024,-6.9,4.288000000000004
ABFW,0,CC1(C)CCC(CN2CCN(c3ncccn3)CC2)CC1O,generated,304.4380000000001,-6.9,1.7857999999999996
AAYZ,0,CC(=O)c1cc2c(=O)n(Cc3ccccc3C)cnc2s1,generated,298.367,-6.9,3.0173200000000016
ABCQ,0,CC(C)(C)C(=O)Nc1ccc(-c2nc3c(c(=O)[nH]2)CCC3)cc1,generated,311.3850000000001,-6.9,2.9102000000000015
ABGF,0,c1ccc(CN2CCC(N3Cc4cncn4CCc4ccccc43)CC2)cc1,generated,372.5160000000001,-6.9,4.110400000000004
AAMJ,0,CN(C)C(=O)c1cccc(CNc2nccc(-c3cn[nH]c3)n2)c1,generated,322.37199999999996,-6.8,2.1806
AAKQ,0,CC(N)(CO)c1ccc(NC(=S)Nc2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)cc1,generated,462.40200000000016,-6.8,5.760800000000003
AAFS,0,Nc1cc(SCc2ccc(C(F)(F)F)cc2)nc(N2CCOCC2)n1,generated,370.4000000000002,-6.8,3.206500000000002
AALI,0,COc1cccc(CNc2ncnc3c2[nH]c2ccccc23)c1,generated,304.35300000000007,-6.8,3.7318000000000016
AAJK,0,CCc1ccccc1N(CC(=O)NC(C)(C)C)S(C)(=O)=O,training,312.435,-6.8,1.9297
AAUQ,0,COC1CC(CC(=O)O)CC(c2ccc(Cl)c(Cl)c2)O1,generated,319.184,-6.8,3.908300000000003
AAME,0,Cc1ccccc1Oc1ccc(C(=O)NCc2nccn2C)cc1,generated,321.38000000000005,-6.8,3.450820000000002
AAQH,0,Cc1cc(C)n2nc(C(=O)Oc3ccc(Cl)cc3)nc2n1,generated,302.72100000000006,-6.8,2.613740000000001
AAQT,0,CC(C)(C)c1cc(CCC(=O)NO)cc(C(=O)O)c1,generated,265.30899999999997,-6.8,2.1203000000000003
ABBO,0,O=C(Cc1ccc(Cl)cc1)Nc1ccc(N2CCOCC2)nc1,generated,331.80300000000017,-6.8,2.7528000000000006
AAIH,0,Cc1cc(C)c(C(=O)NC(C)(C)COc2ccccc2C)nn1,generated,313.401,-6.8,2.9892600000000016
ABPV,0,COc1ccc(C(=O)NC(c2ccccc2)c2ccccn2)cc1,training,318.37600000000003,-6.8,3.609600000000002
ABAQ,0,CC(C)(C)C1c2ccc(-c3ccccc3)cc2NC(C)(C)C1O,generated,309.45300000000003,-6.8,5.0483000000000064
AAIU,0,COc1ccc(NC(=O)NCCc2nnc3ccccn23)cc1,generated,311.34499999999997,-6.8,2.1021
AAAT,0,CCOc1ccc(C(=O)N2CCC(c3cccc(C(C)=O)c3)CC2)cn1,generated,352.4340000000001,-6.8,3.7027000000000028
AAMF,0,CC(=O)Nc1ccc(NC(=O)CC2COc3cc(Cl)ccc3S2)cc1,generated,376.865,-6.8,4.180300000000003
AABA,0,O=c1nc(N2CCOCC2)oc2cc3c(cc12)OCCO3,generated,290.2750000000001,-6.8,0.7957999999999996
AAAZ,0,O=S(=O)(c1cccc(F)c1)N1CCc2ccccc2C1,training,291.34700000000004,-6.8,2.572700000000001
AAYH,0,COc1ccc(C(=O)Nc2ccc(-c3ccccc3)nc2)cc1,generated,304.34900000000005,-6.8,4.009500000000002
AAWL,0,COc1cccc(CN2CCOC(CCC(=O)Nc3ccc(C)cc3)C2)c1,generated,368.4770000000001,-6.8,3.6233200000000023
ABAP,0,O=C(CCC(=O)N1CCCCC1)Nc1ccc(-c2ccccc2)cc1,generated,336.435,-6.8,4.084800000000003
AAPE,0,CC(C)C(=O)Nc1ccc(N2CCN(c3ccc(F)cc3)CC2)nn1,generated,343.40600000000006,-6.8,2.5368000000000004
ABOT,0,COc1ccc(OC)c(C2CC2c2ccc(-n3cnc(N)n3)cc2)c1,generated,336.39500000000004,-6.8,3.1378000000000004
AACN,0,Oc1ccccc1Cc1nc(-c2ccncc2)n[nH]1,generated,252.27700000000002,-6.8,2.1630999999999996
AADW,0,Cc1ccc(C(=O)OC(C)C(=O)Nc2cn[nH]c2)cn1,generated,274.28000000000003,-6.8,1.2971199999999996
AAZZ,0,CC1CN(C(=O)C(C)c2ccc(-n3cccn3)cc2)CC(C)O1,generated,313.4010000000001,-6.8,2.611600000000001
ABOX,0,O=C(NCCc1ccccc1)c1ccccc1-n1cccc1,generated,290.36600000000004,-6.8,3.4498000000000024
AAXJ,0,CC1CCCC(NC(=O)CN(C)c2ccccc2F)C1CC1CC1,generated,332.46300000000014,-6.8,3.983000000000003
ABFY,0,Cc1cccc(NC(=O)Cc2c(C)cc(C)[nH]c2=O)c1,generated,270.332,-6.8,2.4813600000000005
ABDM,0,CC(C)(C)N(Cc1cccnc1)C(=O)C1CCOCC1,generated,276.38000000000005,-6.8,2.635300000000001
ABOQ,0,N#CC(C(=O)c1cccc2cn[nH]c12)c1ccccn1,generated,262.272,-6.8,2.4479800000000003
ABFV,0,COc1ccccc1-c1ccc2c(NCC=C(C)C)cc(C(=O)O)cc2c1,generated,361.4410000000001,-6.8,5.591700000000004
AAVY,0,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccc(N(Cc2ccccc2)Cc2ccco2)cc1,generated,504.5670000000003,-6.8,7.863200000000008
ABGC,0,CC(C)(C)C1(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCNC1,generated,354.3380000000001,-6.8,4.914300000000003
AALU,0,CN(Cc1nc2ccccc2[nH]1)C(=O)NCc1ccnnc1,generated,296.334,-6.8,1.6945
ABKZ,0,Cc1ccc(NC(=O)CNc2ccccc2N2CCSC2)cc1,generated,327.45300000000003,-6.8,3.556320000000002
AAGT,0,CCOC(COc1nc(C)cc(C)n1)c1ccc(-c2ccccc2)cc1,generated,348.4460000000001,-6.8,4.9170400000000045
ABJG,0,O=C(Cn1ccccc1=O)Nc1ccc(-c2cn3ccsc3n2)cc1,generated,350.403,-6.8,2.8632000000000017
AAEP,0,O=c1[nH]c2ccc(-c3cccc(C(F)(F)F)c3)cc2o1,generated,279.217,-6.8,3.8069000000000015
AAGM,0,Cc1cc(C(=O)Nc2ccc(N(C)c3ccccc3)cc2)on1,generated,307.35300000000007,-6.8,4.0032200000000016
ABMB,0,COc1ccc(CNC(=O)CC2C=CC(C)(C)C2)cc1OC,generated,303.40200000000004,-6.8,3.312400000000002
AATK,0,CC(C(=O)N1CCc2sccc2C1)N1CCCCC1C(N)=O,generated,321.4460000000001,-6.8,1.3610999999999998
ABHC,0,CC(=O)c1cccc(NC(=O)Cn2nnc(-c3cccs3)n2)c1,generated,327.36899999999997,-6.8,2.2428999999999997
AAMS,0,N#Cc1ccc(C(=O)Nc2sc(C(F)(F)F)cc2Cl)cc1,generated,330.71799999999996,-6.8,4.544280000000001
ABQF,0,Cc1ccc(S(=O)(=O)c2cc(NC(=O)CCC(=O)c3ccccc3)ccc2C)cc1,generated,421.5180000000001,-6.8,4.737840000000004
AANV,0,CCc1cccc(-c2ccc(S(=O)(=O)NC(C)(C)C)o2)c1,generated,307.415,-6.8,3.5858000000000025
AAWX,0,CC(C)=CCCC(C)=CCc1cc(O)c(C)c(OCCOC(=O)Nc2ccc([N+](=O)[O-])cc2)c1,generated,468.55000000000024,-6.8,6.471520000000008
ABHV,0,CC(=O)Nc1nc(Nc2nc(-c3cccc(Cl)c3)cs2)sc1C,generated,364.88300000000004,-6.8,4.930420000000002
ABHU,0,CC1CCCN(C(=O)C(C)OC(=O)c2cn(C)nc2C(C)(C)C)C1,generated,335.44800000000015,-6.8,2.5214000000000008
AAAF,0,COC(=O)c1ccc2c(c1)N(C(=O)c1ccc(C)cc1)CC(C)(C)O2,generated,339.39100000000013,-6.8,3.599420000000002
AAIB,0,CC(C)(C)c1ccc(Oc2ccc(C(=N)N)cc2)c(NCCCn2ccnc2)c1,generated,391.5190000000001,-6.8,4.759170000000003
AAXH,0,CC1=CC(C(=O)Nc2ccc(C)cc2)NC(=O)N1,generated,245.28200000000004,-6.7,1.5187199999999998
AAOV,0,CC(C)(C)OC(=O)NC1CCC(CC(=O)N=Cc2cccc(C(=N)N)c2)CC1,generated,386.4960000000001,-6.7,3.3897700000000013
AAXW,0,COC(=O)c1cc(-c2cccc(O)c2)oc1-c1ccc(Cl)cc1,generated,328.751,-6.7,4.759200000000003
ABAF,0,Cc1ccccc1NC(=O)CSc1nnc(CCCC(=O)N2CCCCC2)n1N,generated,416.55100000000033,-6.7,2.3663200000000004
AALC,0,Cc1ccc(CNC(=O)NCc2cccn2C(F)F)c(N)c1,generated,308.33200000000005,-6.7,2.7732200000000002
ABAG,0,CC(Oc1ccc(F)cc1)C(=O)N(C)Cc1cnc2nccn2c1,generated,328.347,-6.7,2.2943
ABBE,0,Cn1c(NCCC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc2ccccc21,generated,430.35200000000003,-6.7,5.051600000000003
ABDL,0,Cc1cc(COc2cc(NC(=O)c3ccccc3F)ccn2)no1,generated,327.31500000000005,-6.7,3.3484200000000017
AAAC,0,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C)c(C)c2)cc1,training,318.398,-6.7,3.062640000000002
ABBS,0,Cc1cccc(C(=O)NNc2ccc(S(N)(=O)=O)cc2)c1C,generated,319.3860000000001,-6.7,1.7077399999999998
ABGB,0,CC(=O)NCCCCC(NC(=O)C(N)CC(N)=O)C(O)Cc1cccc(Cc2ccccc2)c1,generated,468.5980000000002,-6.7,1.1747000000000047
ABAI,0,O=C(O)CC1CN(S(=O)(=O)c2ccc3c(c2)OCO3)CCO1,generated,329.33000000000015,-6.7,0.2795000000000001
AAGL,0,Cc1ccc(C)c(OS(=O)(=O)c2ccc(C)c(S(N)(=O)=O)c2)c1,generated,355.43700000000007,-6.7,2.0269600000000003
AALT,0,Cc1cc(C)c(C(=O)Nc2cccc(OCC(F)F)n2)c(C)c1,generated,320.33900000000006,-6.7,3.9030600000000026
ABFU,0,CC(C)C(C)NC(=O)Nc1nc(C2CC2)cc(C(F)(F)F)n1,generated,316.32699999999994,-6.7,3.538800000000002
AAZR,0,CCCCCCCCCc1c(C)n(-c2ccccc2)c2nc3ccccc3nc12,generated,385.5550000000001,-6.7,7.1752200000000075
AABZ,0,CC1CCCC(=NNc2ccnc(-c3ccccc3F)n2)C1,generated,298.36500000000007,-6.7,4.260700000000003
ABCR,0,Cc1ccc(S(=O)(=O)NCC2CCN(C(=O)N3CC3)CC2)cc1,generated,337.44500000000016,-6.7,1.4209199999999997
ABGZ,0,COc1ccc(C(Cc2cc(OC)cc(OC)c2OC)c2ccc(OC)cc2)cc1,generated,408.49400000000014,-6.7,5.104200000000005
ABAY,0,CC(C)(CNC(=O)c1ccc(C(F)(F)F)cc1)N(CCC(N)=O)S(C)(=O)=O,generated,409.4300000000002,-6.7,1.3508000000000002
AAKG,0,CC(C)N(Cc1cnn(C)c1)C(=O)NCc1ccc(F)c(F)c1,generated,322.35900000000004,-6.7,2.818500000000001
AAAX,0,COc1ccc(Cl)cc1NC(=O)Cc1coc2c(OC)c(OC)ccc12,generated,375.80800000000016,-6.7,4.293200000000002
ABGR,0,COc1ccc(N(CC(=O)Nc2c(C)n[nH]c2C)C(C)=O)cc1,generated,316.3610000000001,-6.7,2.0267399999999998
AAWC,0,O=C(NCC(c1ccccc1)c1ccccc1)N1CCCCC1,generated,308.4250000000002,-6.7,4.014000000000004
ABPF,0,COc1ccc(OC)c(NC(=O)Cn2cnc(C(N)=O)c2N)c1,generated,319.3210000000001,-6.7,0.22010000000000013
AAER,0,Cc1cc(NC(=O)Nc2cccc(C#N)c2)cc(C)n1,generated,266.30400000000003,-6.7,3.214120000000001
ABEX,0,Cc1nc(-c2ccc(Cl)cc2)cc(-c2cccc(F)c2)n1,generated,298.748,-6.7,4.911520000000003
ABNY,0,CC(=O)Nc1ccc(F)c(C(=O)OCc2ccccc2)c1,training,287.28999999999996,-6.7,3.1411000000000016
AAZL,0,COC(=O)c1cc(F)ccc1OCC(=O)NCc1ccccc1,generated,317.316,-6.7,2.3075
AAIC,0,O=C(c1ccccc1)c1cccc2[nH]nc(CC3CCCC3)c12,generated,304.39300000000014,-6.7,4.526600000000003
AAPJ,0,CC(C)N1CCCC(N(C)C(=O)c2cnc(C(C)(C)C)nc2)C1,generated,318.4650000000001,-6.7,2.7189000000000014
ABOY,0,O=C(Nc1ccc2ccc(=O)oc2c1)C(=O)NC1CCCC1,generated,300.31400000000014,-6.7,1.7902999999999998
AAPO,0,CS(=O)(=O)NCc1ccc(-c2ccc(COc3ccccc3)cc2)cc1,generated,367.47,-6.7,3.9818000000000033
AAUT,0,O=C1COCCN1Cc1ccccc1-c1ccc2c(c1)OCCCO2,generated,339.3910000000002,-6.7,2.8737000000000013
ABKU,0,CC(C)n1nc(C(=O)NCc2ccccc2)c(-c2ccccc2)n1,generated,320.396,-6.7,3.456000000000002
AAIZ,0,COc1ccc(-n2cc(CN(C)C3CCCCC3)nc2C)cc1,generated,313.445,-6.7,3.953820000000003
ABNO,0,CC1CCCN(c2cc3n(n2)CCCN3c2ncccn2)C1,generated,298.394,-6.7,2.4512
AAAA,0,COc1cccc(NC(=O)Cc2ccc(NC(=O)N3CCCC3)cc2)c1,generated,353.42200000000014,-6.7,3.504100000000002
ABFH,0,O=C(O)CC(c1ccc(O)cc1)c1ccc(-n2ccnc2)cc1,generated,308.33700000000005,-6.7,3.1845000000000008
AANE,0,O=C(CC1CCCC1)Nc1cnc2c(c1)nnn2Cc1ccccc1,generated,335.4110000000001,-6.7,3.3934000000000015
AAES,0,O=C(CSc1nc2ccccc2c(=O)[nH]1)NCc1ccco1,training,315.35400000000004,-6.7,1.9245999999999999
ABJY,0,CCOc1ccc(C2=NOC(C(=O)NCc3ccc(F)cc3)C2)cc1,generated,342.37000000000006,-6.7,3.033800000000001
ABSA,0,Cc1cccc(N2CCc3nc(N)nn3CCN2CC(C)O)c1,generated,316.40900000000005,-6.7,0.8292200000000001
ABNG,0,CC(C)(C)c1ccc(CN(CCCC(Cc2ccccc2)n2ccnc2)NC2CCCC2)cc1,generated,458.69400000000013,-6.7,6.694000000000007
AAPN,0,O=C(CNC(=O)NCCC(=O)N(Cc1ccccc1)CC(F)(F)F)NCc1ccco1,generated,440.42200000000014,-6.7,2.1761999999999997
ABOW,0,COC1CCC(C(=O)Nc2ncc(-c3ccc(N(C)C)cc3)s2)CC1,generated,359.4950000000001,-6.7,4.019800000000003
ABLK,0,COC(=O)c1cccc(CNc2nc(C)cc(C)n2)c1,generated,271.32,-6.7,2.492140000000001
AAVC,0,COC(=O)c1cc(C)ccc1NC(=O)c1cccc(F)c1,generated,287.29,-6.6,3.173020000000001
AAJO,0,Nc1cc(OCCOCCOc2ccc(Cl)cc2)c2ccccc2n1,generated,358.82500000000005,-6.6,3.9448000000000025
AAAH,0,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(O)cc3)CC2)c(C)c1,training,338.40700000000015,-6.6,2.607240000000001
AAOS,0,Cc1ccc(-c2cc(N3CCN(C)CC3)[nH]c(=O)c2)cc1,generated,283.37499999999994,-6.6,2.10212
ABED,0,Cc1cccc(CC(C)CO)c1C(=O)c1ccc(F)cc1,generated,286.346,-6.6,3.5360200000000024
AASZ,0,Cc1ccc(S(=O)(=O)NNC(=O)c2ccc([N+](=O)[O-])o2)cc1,generated,325.3020000000001,-6.6,1.11952
ABRI,0,O=C(OCc1ccccc1)c1ccc(=O)n(Cc2ccccc2)c1,generated,319.35999999999996,-6.6,3.2536000000000023
ABRM,0,O=C(Nc1ccncc1)c1ccc(NC2CCCCC2)nc1,generated,296.37399999999997,-6.6,3.4735000000000023
AAIT,0,O=C1C=C(c2cccnc2)CN(CC(=O)Nc2ccc(F)cc2)CC1,generated,339.37000000000006,-6.6,2.5176000000000007
ABDY,0,c1ccc(-c2ccc(CN3CCCC3c3ccccc3)o2)cc1,generated,303.405,-6.6,5.283700000000004
AAOI,0,CC1CCCN(S(=O)(=O)c2ccc(N3CCCC3)nc2)C1,generated,309.43500000000006,-6.6,2.1024000000000003
AABD,0,CC(CNC(=O)c1cc(F)ccc1F)c1ccccc1Cl,generated,309.74300000000005,-6.6,4.151700000000003
AAJD,0,CC(C)COc1ccc(CNC(=O)C(C)NC(C)C(=O)O)cc1,generated,322.40500000000003,-6.6,1.7887999999999995
AAAM,0,O=C(c1ccncc1)N1CC2CN(C(=O)C3CCCC3)CC2C1,generated,313.4010000000001,-6.6,1.8021999999999998
ABRW,0,CC(C)Cc1ccc(C=NNc2nc3ccccc3o2)cc1,generated,293.37,-6.6,4.472300000000003
AAFW,0,O=C(CC1CCCCC1)N1CCC(n2cccn2)CC1,generated,275.3960000000001,-6.6,3.0170000000000012
AANS,0,CN(CCCNc1ccnc(Nc2ccc(Cl)c(C(F)(F)F)c2)c1)C(=O)Cc1ccccc1,generated,476.9300000000002,-6.6,6.000500000000005
AABY,0,Cc1cc(C)c(OCc2cc(C(C)(C)C)no2)c(C)c1,generated,273.376,-6.6,4.476360000000004
AAWF,0,Cc1cc(NC(=O)C2CC(=O)N(N3CCOCC3)C2)ccc1F,generated,321.352,-6.6,1.1683199999999994
AAMO,0,O=c1c(CN2CCOCC2)n[nH]c2ccc(Br)cc12,generated,324.17800000000005,-6.6,1.5177999999999998
AAKX,0,COc1ccc(OC)c(-c2cc(-c3ccccc3)no2)c1,generated,281.31100000000004,-6.6,4.025800000000003
AAAQ,0,Cc1ccc(-c2cc(C(=O)N3CCCC3)no2)cc1,generated,256.30499999999995,-6.6,2.886020000000001
ABGL,0,CN(Cc1ccc(F)cc1)C(=O)c1cccc(Cl)c1Cl,generated,312.17100000000005,-6.6,4.404700000000003
AAQX,0,CCCCCCCCCCCCCC(=O)c1ccc(O)c(S(=O)(=O)Nc2nccs2)c1,generated,466.6690000000001,-6.6,6.533300000000007
AARI,0,Cc1nn(C)c(C)c1NC(=O)c1c(O)ccc2ccccc12,generated,295.34200000000004,-6.6,3.148040000000001
AAJR,0,Cc1cc(C(=O)O)n(CC2CN(Cc3ccccc3)C2)n1,generated,285.34700000000004,-6.6,2.02172
ABNC,0,Cc1cc(N2CCOCC2)c2oc(-c3ccc(Cl)cc3)cc(=O)c2c1,generated,355.8210000000001,-6.6,4.258420000000004
ABOO,0,COc1ccc(C(=O)OC(C)C(=O)NCc2ccnn2C)cc1,generated,317.345,-6.6,1.2903999999999995
AATM,0,COc1ccc(Cn2c(C(=O)NCc3ccccc3F)noc2=O)cc1,generated,357.3410000000001,-6.6,1.9623
AAXA,0,CN(C)C(=O)c1ccccc1NC(=O)Nc1ccc(CCNC(=O)c2c(Cl)cncc2Cl)cc1,generated,500.3860000000002,-6.6,4.706700000000003
ABDD,0,COc1ccc(C=NNC(=O)Cc2ccc(Cl)cc2)cc1,generated,302.76099999999997,-6.6,3.041400000000001
AAPU,0,Cc1ccc(C(=O)c2ccc(C)[nH]c2=O)c(C)c1,generated,241.29,-6.6,2.5311600000000007
AAYA,0,O=C(C#Cc1ccc(F)cc1)N1CCCc2cc(Br)ccc21,generated,358.21,-6.6,3.919100000000003
AAGP,0,O=C(Nc1ncc(Cc2ccc(F)cc2)s1)c1ccccc1,generated,312.369,-6.6,4.125300000000003
AAEJ,0,CC(C)C(CNC(=O)N1CCOCC1)c1ccc2ccccc2c1,generated,326.44,-6.6,3.6212000000000026
ABBH,0,CCC(c1nnnn1CC(F)(F)F)N(C)C(=O)c1cccc(-n2ccnc2)c1,generated,393.37300000000005,-6.6,2.644400000000001
ABBX,0,O=S(=O)(NC1CCCCCC1)c1ccc(-c2ccccc2)s1,generated,335.49399999999997,-6.6,4.416200000000004
AATA,0,CC(C)NC(=O)c1cn(Cc2cc(C#N)ccc2Cl)cn1,generated,302.765,-6.6,2.5946800000000003
ABFB,0,O=C(Cc1ccno1)Nc1ccc2c(c1)C(=O)C(=O)N2,generated,271.23199999999997,-6.6,0.9905999999999999
AAIQ,0,O=C(NCc1cnc2ccc(F)cn2c1=O)c1ccc(F)cc1,generated,315.279,-6.6,1.9027
AAIR,0,NC(=O)NCC(=O)Nc1ccc(-c2cccc(-n3cccn3)n2)cc1,generated,336.355,-6.6,1.5410999999999997
ABBM,0,CC(C)CC(C(=O)NCc1ccc(C#N)cc1)n1cccn1,generated,296.374,-6.6,2.658380000000001
AAQC,0,Cc1ccc(S(=O)(=O)NC(=O)NN=Cc2cccnc2)cc1,generated,318.35800000000006,-6.6,1.41202
ABOE,0,COc1cc(C(=O)Nc2ccn(Cc3cccc(F)c3)n2)ccn1,generated,326.331,-6.6,2.726400000000001
ABID,0,COc1cccc(C2CC(c3ccc(C)cc3)=CC2=O)c1,generated,278.351,-6.6,4.143620000000003
AAVI,0,COc1ccc(CNC(=O)c2ccc(C)cc2)c(OC)c1,training,285.343,-6.6,2.9422200000000016
ABHO,0,Cc1cc(C)c2cc(Cc3cc(=O)n(C)c(=O)n3C)oc2c1,generated,298.34200000000004,-6.6,2.03784
AATW,0,Cc1cc(C)c(OCC(=O)NN=Cc2ccc(Cl)cc2)c(=O)[nH]1,generated,333.77500000000003,-6.6,2.17424
ABEY,0,CC1CCN(C(=O)CN2CCN(CC=Cc3ccccc3)CC2)CC1,generated,341.49900000000014,-6.6,2.5759000000000007
AAUM,0,N#Cc1ccc(Cn2ccc(-c3cc(Cl)ccn3)n2)cc1,generated,294.745,-6.6,3.518480000000003
ABCV,0,CCc1cc(C)cc(C)c1C(=O)CCCOC1=C(OC)C(C)(O)C(O)CC1(C)O,generated,406.5190000000001,-6.6,2.9699400000000016
ABMY,0,Cc1cc(CN(C)C(=O)C2CCN(c3ncccn3)CC2)no1,training,315.3770000000001,-6.6,1.64802
ABOF,0,CCCCN(CCCC)CC(O)c1cc(C23CC4CC(CC(C4)C2)C3)n(C(C)(C)C)c1,generated,428.70500000000027,-6.5,6.6465000000000085
AAEN,0,Cc1ccc(OC(=O)c2ccnc(S(N)(=O)=O)c2)cc1,generated,292.31600000000003,-6.5,1.2566200000000003
