id,gen,smile,source,weight,score
AAWN,0,CCCNC(=O)CN(C)C(=O)c1cc(-c2ccco2)no1,generated,291.307,99.9
AAWO,0,COc1ccc(C=CC(=O)NC(CCCCCCCCC(=O)NCCS(=O)(=O)O)C(N)C(=O)NCCCCCCC(=O)NCCOC(=O)C2(C(=O)NCC(C)C)CCC2)cc1OC,generated,909.1569999999994,99.9
AAWP,0,COc1cc(C=CC(=O)NO)ccc1C(C)=O,generated,235.23899999999998,99.9
AAWZ,0,CC1(C)C(=O)N(c2ccc(Cl)cc2)C(=O)N1CCC(N)=O,generated,309.7530000000001,99.9
AAWQ,0,Cc1ccccc1NC(=O)Cc1cc2ccc(OCC(=O)NCCCN3CCCCC3)nc2[nH]1,generated,463.58200000000033,99.9
AAWL,0,COc1cccc(CN2CCOC(CCC(=O)Nc3ccc(C)cc3)C2)c1,generated,368.4770000000001,99.9
AAWS,0,O=C(NCc1cccc(C(F)(F)F)c1)N1CCN(c2ccccc2)CC1,generated,363.38300000000004,99.9
AAWU,0,CC(=O)c1ccc(Nc2nc(Nc3ccccc3)nc3ccccc23)cc1,generated,354.41300000000007,99.9
AAWV,0,O=C(CC1CCCCC1)Nc1cccc(S(=O)(=O)NC2CCCCC2)c1,generated,378.53800000000024,99.9
AAWW,0,CC1CCN(C(=O)c2ccccc2SC(F)(F)F)CC1,generated,303.34900000000005,99.9
AAWX,0,CC(C)=CCCC(C)=CCc1cc(O)c(C)c(OCCOC(=O)Nc2ccc([N+](=O)[O-])cc2)c1,generated,468.55000000000024,99.9
AAWR,0,CC(C)N(Cc1ccc(C(N)=O)cc1)Cc1cccc2ccccc12,generated,332.44700000000006,99.9
AAXR,0,CC(NC(=O)NCc1ccccc1-n1cccn1)c1ccccn1,generated,321.384,99.9
AAWT,0,Cc1cc(NC(=O)CN(C)S(=O)(=O)c2ccc(C(F)(F)F)cc2)n[nH]1,generated,376.36,99.9
AAXS,0,Cc1nn(C)c2c1N(C(=O)CCCc1cc(F)ccc1F)CCO2,generated,335.35400000000004,99.9
AAWK,0,CCc1nnc(NC(=O)CSc2ccc(-c3ccccc3)c(C)c2)s1,generated,369.51500000000004,99.9
AAXA,0,CN(C)C(=O)c1ccccc1NC(=O)Nc1ccc(CCNC(=O)c2c(Cl)cncc2Cl)cc1,generated,500.3860000000002,99.9
AAXE,0,COc1ccc(C(c2cc(Cl)ccc2OC)N(C)C)cc1OC,generated,335.8310000000001,99.9
AAXF,0,CCCCNC(=O)CCC(=O)N1CCCC1c1nc(C)no1,generated,308.382,99.9
AAXG,0,Cn1cccc1C(=O)Nc1cnc(N2CCc3cnccc32)nc1,generated,320.356,99.9
AAXH,0,CC1=CC(C(=O)Nc2ccc(C)cc2)NC(=O)N1,generated,245.28200000000004,99.9
AAXB,0,O=C(O)CCCCN1CCN(c2ccc(Nc3ncnc(Nc4ccc(Br)cc4)n3)cc2)CC1,generated,526.4390000000001,99.9
AAXI,0,NC1=NC(c2cccc(C(F)(F)F)c2)(N2CCOCC2)C(=O)N1,generated,328.29400000000004,99.9
AAWY,0,CC(NC(=O)Cn1c(=O)oc2ccccc21)c1cccs1,generated,302.355,99.9
AAXK,0,CN(C(=O)CSc1nc(O)cc(-c2ccccc2)n1)c1ccccc1,generated,351.4310000000001,99.9
AAXM,0,COC(=O)C1=C(C)NC(N)=Nc2ccc(-c3ccc(OC)cc3)cc21,generated,337.3790000000001,99.9
AAXN,0,CCCCOc1ccc(OCCCC(=O)N2CCCCCC2)cc1,generated,333.4720000000001,99.9
AAXO,0,O=C(CCC(=O)c1ccc(F)cc1)NCc1ccoc1,generated,275.279,99.9
AAXP,0,Cc1ccc(S(=O)(=O)C(C)C(=O)N(C)c2ccccc2)cc1,training,317.41,99.9
AAXJ,0,CC1CCCC(NC(=O)CN(C)c2ccccc2F)C1CC1CC1,generated,332.46300000000014,99.9
AAXQ,0,CC(C(=O)Nc1ccc(Cl)cn1)c1nc2ccccc2[nH]1,generated,300.749,99.9
AAXL,0,CCOc1ccc2cccc(CC(=O)OCc3ccc(C)cc3)c2n1,generated,335.403,99.9
AAXD,0,CN(C(=O)C1(Nc2ncccn2)CC1)c1cccc2ccccc12,generated,318.38000000000005,99.9
AAXT,0,COc1ccc(-c2cn3c(n2)CCN(Cc2cccnc2)C3=O)cc1,generated,334.379,99.9
AAYO,0,COc1cccc(C(=O)N2CCCCC2CNS(C)(=O)=O)c1F,generated,344.408,99.9
AAXW,0,COC(=O)c1cc(-c2cccc(O)c2)oc1-c1ccc(Cl)cc1,generated,328.751,99.9
AAXX,0,COC(=O)CC1N=C(c2ccc([N+](=O)[O-])cc2)NC1c1ccc(-c2ccccc2)cc1,generated,415.4490000000001,99.9
AAXY,0,CC(=O)Nc1ccc(NC(=O)CCN2CC3=CC=CC3C2=O)cc1,generated,325.368,99.9
AAXZ,0,Cc1ccn(CC(=O)OCC(=O)c2ccc(F)c(F)c2)n1,generated,294.257,99.9
AAYA,0,O=C(C#Cc1ccc(F)cc1)N1CCCc2cc(Br)ccc21,generated,358.21,99.9
AAYB,0,Cc1nc2ccccc2n1C(=O)c1ccc(-n2cccn2)cc1,generated,302.337,99.9
AAXV,0,CCCCCCCCCCOc1ccc(F)c(-c2ccccc2C(=O)O)c1,generated,372.4800000000001,99.9
AAYC,0,COc1ccc(CC(=O)NCc2ccc(S(N)(=O)=O)o2)cc1,generated,324.35800000000006,99.9
AAYE,0,O=C(Nc1ccc(Br)cn1)c1ccc(-c2cccnc2)[nH]c1=O,generated,371.1940000000001,99.9
AAYF,0,COc1ccccc1CNS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,training,346.40800000000013,99.9
AAYG,0,COc1ccc(CNC(=O)COc2cccc3ccc(C)nc23)cc1,training,336.3910000000001,99.9
AAYH,0,COc1ccc(C(=O)Nc2ccc(-c3ccccc3)nc2)cc1,generated,304.34900000000005,99.9
AAYI,0,CC(C)(C)Cc1nnc(CN2CCN(C(=O)c3ccco3)CC2)o1,generated,332.4040000000001,99.9
ABBV,0,CC(C)(C)c1ccc(OC(=O)CS(=O)(=O)c2ccccc2)cc1,generated,332.421,99.9
AAYD,0,CC(C)COc1ccc(C(=O)NCCc2ncccc2C#N)cc1,generated,323.396,99.9
AAYN,0,O=C(Cn1nc(-n2cccn2)ccc1=O)NCc1ccccc1,training,309.329,99.9
AAXU,0,Cc1cc(NC(=O)COC(=O)CNC(=O)OC(C)(C)C)ccc1Oc1cccc(Cl)c1Cl,generated,483.3480000000002,99.9
AAYK,0,COC(=O)C1CN(C(=O)NCc2ccc3c(c2)OCO3)CCN1C,generated,335.3600000000002,99.9
AAYP,0,CCCCN(CCCC)C1=NS(=O)(=O)c2ccccc21,generated,294.42,99.9
AAYQ,0,Cc1nc(C)c(C(=O)NC(C)c2ccc(F)cc2)s1,generated,278.352,99.9
AAYR,0,O=C(O)C(Cc1ccccc1)C(CCN1C(=O)CCCC1=O)c1ccccc1,generated,379.45600000000013,99.9
AAYS,0,COc1cc(NC(=NC#N)NC2CCCCC2)cc(OC)c1OC,generated,332.4040000000001,99.9
AAYM,0,Cc1cc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)c(C)n1C(C)C,generated,342.33600000000007,99.9
AAYT,0,Cc1nc(O)c(C(=O)Nc2ccc(Oc3ccccc3)cc2)nc1C,generated,335.36300000000006,99.9
AAYJ,0,Cc1cc(C(=O)Nc2cnccn2)c(C(=O)N(C)C)s1,generated,290.34799999999996,99.9
AAYV,0,CCn1nc(C)cc1C(=O)N(C)c1ccc(Cl)c(Cl)c1,generated,312.20000000000005,99.9
AAYX,0,CC(NC(=O)CCC(=O)Nc1ccc(Cl)cc1)c1ncc(C(F)(F)F)cc1Cl,generated,434.2450000000001,99.9
AAYY,0,COC(=O)c1cc2oc3ccc(Cl)cc3c(=O)c2o1,generated,278.64700000000005,99.9
AAYZ,0,CC(=O)c1cc2c(=O)n(Cc3ccccc3C)cnc2s1,generated,298.367,99.9
AAZA,0,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(F)c1,generated,298.23900000000003,99.9
AAYU,0,COc1ccc(-c2cc3c(C)cc(N)nc3[nH]2)cc1,generated,253.305,99.9
AAYL,0,Cc1ccccc1CNC(=O)C1CCN(S(C)(=O)=O)CC1,training,310.4190000000001,99.9
AAYW,0,COc1cc(OC)cc(-c2cnc(N)c(-c3ccccc3)n2)c1,generated,307.353,99.9
AAXC,0,COc1cccc(C(=O)Nc2ccc(OC(F)F)cc2)c1OC,generated,323.295,99.9
AAZB,0,CCOC(=O)c1nc(C(=O)OC)c(NC)nc1NCc1ccc(CN2CCCCC2CC)cc1,generated,469.5860000000004,99.9
AAZC,0,COC(=O)c1scc(-c2ccc(OCCN3CCCCC3)cc2)c1O,generated,361.4630000000002,99.9
AAZG,0,O=C(Nc1ccc(Cl)cc1)c1cnc(-c2ccccc2)nc1N1CCCCC1,generated,392.89000000000027,99.9
AAZH,0,CC(=O)NCCCC(=O)N1CCC(c2nc3ccccc3[nH]2)CC1,generated,328.4160000000001,99.9
AAZI,0,CC(=O)NCCC(=O)N(C)Cc1cccc(C)c1C(C)(C)C,generated,304.4340000000001,99.9
AAZJ,0,CCc1ccc(C(=O)N(C)Cc2cc(-n3ccnc3)no2)o1,generated,300.31800000000004,99.9
AAZK,0,CCC1=Nc2sc3c(c21)CC(C(=O)N(C)C)CC3,generated,262.378,99.9
AAZU,0,CC(=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(=O)CCC4(C)C3CCC12C)C(=O)O,generated,456.71100000000035,99.9
AAZF,0,CC(C)OC(=O)C(C)(C)NC(=O)c1ccc2nncn2c1,generated,290.323,99.9
AAZL,0,COC(=O)c1cc(F)ccc1OCC(=O)NCc1ccccc1,generated,317.316,99.9
AAZO,0,COc1ccc(-c2nc(CN3CCCCC3)c[nH]2)cc1,generated,271.3639999999999,99.9
AAZP,0,Nc1ccc2c(c1)C(=O)NC2c1cc(Cl)c2ccccc2c1,generated,308.76800000000003,99.9
AAZQ,0,Cc1ccc(C(=O)COC(=O)c2ccc(C(N)=O)cc2)s1,generated,303.339,99.9
AAZR,0,CCCCCCCCCc1c(C)n(-c2ccccc2)c2nc3ccccc3nc12,generated,385.5550000000001,99.9
AAZS,0,Cc1ccc(N2CCC(NC(=O)Nc3nccs3)C2)nc1,generated,303.3910000000001,99.9
AAZM,0,Cc1ccc2oc(=O)ccc2c1C(=O)NCCCC(N)=O,generated,288.303,99.9
AAZN,0,CC(=O)N1CCN(C(=O)Cc2cc3sccc3nc2C)CC1,generated,317.41400000000016,99.9
AAZE,0,CN(CCCCNc1ncc(Cl)c(=O)[nH]1)C(=O)c1ccc(Cl)cc1,generated,369.25200000000007,99.9
AAZT,0,COCC(=O)NCC(=O)Nc1ccc(-n2ccnc2)cc1,generated,288.307,99.9
ABAL,0,CCc1cc(=O)n(CC(=O)Nc2ccccn2)c(C)n1,generated,272.308,99.9
AAZY,0,O=C1C=C(NCCCN2CCCCC2)C(=O)c2ccccc21,generated,298.38599999999997,99.9
AAZZ,0,CC1CN(C(=O)C(C)c2ccc(-n3cccn3)cc2)CC(C)O1,generated,313.4010000000001,99.9
ABAA,0,COc1ccccc1N1CCN(CCC(=O)NCc2ccco2)CC1,generated,343.4270000000001,99.9
ABAB,0,COc1ccc(NC(=O)C2CC3CCC2(C)C3(C)C)cc1,generated,287.40299999999996,99.9
ABAC,0,Cc1nc(C)c(CCNC(=O)Nc2cccc(C(N)=O)c2)s1,generated,318.40200000000004,99.9
AAZW,0,COc1cc(C2CC(c3ccccc3)=NN2c2ccc(Cl)cc2)cc(OC)c1O,generated,408.8850000000002,99.9
AAZV,0,Cc1ccc2nc(N=Cc3ccc4[nH]ccc4c3)c(=O)[nH]c2c1,generated,302.33700000000005,99.9
ABAD,0,CCCNc1nc(NC(=O)C(C)c2ccc(F)cc2)cc(=O)[nH]1,generated,318.35200000000003,99.9
ABAG,0,CC(Oc1ccc(F)cc1)C(=O)N(C)Cc1cnc2nccn2c1,generated,328.347,99.9
ABAH,0,COc1ccccc1OCC(=O)Nc1ccc(-c2n[nH]c3c2CCCC3)cc1,generated,377.4440000000002,99.9
ABAI,0,O=C(O)CC1CN(S(=O)(=O)c2ccc3c(c2)OCO3)CCO1,generated,329.33000000000015,99.9
ABAJ,0,CC(C)N(C)C(=O)NCc1cc(CN2CCCC2)ccn1,generated,290.41099999999994,99.9
ABAK,0,CNC(=O)N1CCc2[nH]nc(CC(=O)N3CCOCC3)c2C1,generated,307.3540000000001,99.9
ABAE,0,CC(=O)c1ccc(CNC(=O)Cc2ccc(N)cc2)cc1,generated,282.34299999999996,99.9
ABAF,0,Cc1ccccc1NC(=O)CSc1nnc(CCCC(=O)N2CCCCC2)n1N,generated,416.55100000000033,99.9
ABAM,0,CCOC(=O)C1CCN(C(=O)c2cc(-c3c(C)noc3C)c(C)s2)CC1,generated,376.4780000000002,99.9
ABAO,0,C(=CCN1CCc2ccccc21)CN1CCN(c2ncccn2)CC1,generated,335.45500000000004,99.9
ABBH,0,CCC(c1nnnn1CC(F)(F)F)N(C)C(=O)c1cccc(-n2ccnc2)c1,generated,393.37300000000005,99.9
ABAR,0,CCCCOC(=O)C(C)Nc1ncnc2oc(C)c(C)c12,generated,291.35100000000006,99.9
ABAS,0,CC(=O)Nc1cc(NC(=O)CCc2ccccn2)ccc1C,generated,297.358,99.9
ABAT,0,Cc1nc(N)nc(-c2ccc3nc(C4CCCCC4)[nH]c3c2)n1,generated,308.38899999999995,99.9
ABAU,0,COc1ccc(C(C)OC(=O)CNc2cccc(C)n2)cc1C,generated,314.38500000000005,99.9
ABBE,0,Cn1c(NCCC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc2ccccc21,generated,430.35200000000003,99.9
ABAV,0,CC1CCC(O)CC1(O)CCN(C)C(=O)C1CCC(=O)N1,generated,298.383,99.9
ABAQ,0,CC(C)(C)C1c2ccc(-c3ccccc3)cc2NC(C)(C)C1O,generated,309.45300000000003,99.9
ABAX,0,CCOC(=O)N1CCC(NC(=O)NCC(C)Oc2cccc(F)c2)CC1,generated,367.42100000000016,99.9
ABAZ,0,CC(=O)N(Cc1ccc(C)cc1)C1CCN(c2ccccc2)CC1,generated,322.45200000000006,99.9
ABBA,0,CC1CCN(C(=O)COc2ccc(F)cc2F)C(C)CO1,generated,299.31700000000006,99.9
ABBB,0,Cc1c(Nc2nnc(S(N)(=O)=O)s2)ccc2c(C(N)=O)cncc12,generated,364.41200000000015,99.9
ABBC,0,COc1ccc(C(C)NC(=O)Cc2c(C)n[nH]c2C)cc1,generated,287.363,99.9
ABAW,0,CC1(C)CCC(CN2CCC(c3ccc(C#N)cc3)CC2)CC1,generated,310.4850000000002,99.9
AAZD,0,CC(C)(C)c1cc(C(=O)NCC2(O)CCCC2)on1,generated,266.3409999999999,99.9
ABAY,0,CC(C)(CNC(=O)c1ccc(C(F)(F)F)cc1)N(CCC(N)=O)S(C)(=O)=O,generated,409.4300000000002,99.9
ABAP,0,O=C(CCC(=O)N1CCCCC1)Nc1ccc(-c2ccccc2)cc1,generated,336.435,99.9
ABBD,0,COc1cccc(-c2cc3c([nH]2)CCN(c2ncccn2)CC3)c1,generated,320.3960000000001,99.9
ABBF,0,CCOC(=O)c1ccc(C(=O)CC2CCN(c3ccccc3)CC2)o1,generated,341.40700000000004,99.9
ABBI,0,Cc1ccc(NC(=O)C(C)NS(=O)(=O)Cc2ccccn2)cc1,generated,333.413,99.9
ABBJ,0,COc1cc(OC)c(-c2ccc(Br)s2)c(OC)c1OC,generated,359.24100000000016,99.9
ABBK,0,CC(C)OC(=O)c1cccc2nc(-c3ccco3)[nH]c12,generated,270.288,99.9
ABBL,0,CCOc1cccc(C(=O)Nc2nnc(SC)nc2N)c1,generated,305.36300000000006,99.9
ABBM,0,CC(C)CC(C(=O)NCc1ccc(C#N)cc1)n1cccn1,generated,296.374,99.9
ABBG,0,Cc1ccc(C)c(CNc2cc(N3CCOCC3)ncn2)c1,generated,298.39,99.9
ABBN,0,Cc1cccc(CS(=O)(=O)c2ccc(C)c(C(=O)NC3CC3)c2)c1,generated,343.4480000000001,99.9
ABBP,0,Cc1nc(Cn2ccc(=O)[nH]c2=O)c(C(=O)OC(C)(C)C)s1,generated,323.374,99.9
ABBQ,0,O=C(Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1)c1ccc(Cl)cc1,generated,315.716,99.9
ABBR,0,O=C(O)C1(Cc2ccc3c(c2)OCO3)CCCCC1,generated,262.30499999999995,99.9
ABBS,0,Cc1cccc(C(=O)NNc2ccc(S(N)(=O)=O)cc2)c1C,generated,319.3860000000001,99.9
ABBT,0,CCCCCCCCCCCCCCC(=O)Nc1cccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)c1,generated,613.8430000000001,99.9
ABBU,0,CC(=O)NC(C)Cc1ccc(Cl)c(C(F)(F)F)c1,generated,279.68899999999996,99.9
ABBO,0,O=C(Cc1ccc(Cl)cc1)Nc1ccc(N2CCOCC2)nc1,generated,331.80300000000017,99.9
ABAN,0,COc1cc(C(C)(C)C)cc(N(C)C)c1OCc1noc(C)n1,generated,319.40500000000003,99.9
ABBW,0,CCC(C)N(CC)C(=O)NCC(=O)Nc1ccc(F)cc1,generated,295.358,99.9
AAZX,0,O=C(O)C1Cc2ccccc2CN1C(=O)c1ccc(Cl)c(Cl)c1,generated,350.201,99.9
ABBX,0,O=S(=O)(NC1CCCCCC1)c1ccc(-c2ccccc2)s1,generated,335.49399999999997,99.9
ABFM,0,O=C(O)CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1ccc(C(=NO)c2ccccc2)cc1OCCCNCCCS,generated,1497.925,99.9
ABCA,0,CCOC(=O)C1(C)CC(c2ccc(C#N)cc2)=NC(C)=C1C#N,generated,307.35300000000007,99.9
ABCB,0,O=C(Nc1ccc(-c2nnnn2-c2ccccc2)cc1)c1ccc(Cl)cc1Cl,generated,410.2640000000001,99.9
ABCC,0,CN(Cc1ccccc1)C(=O)Cc1noc(-c2ccccc2)n1,generated,307.35299999999995,99.9
ABCD,0,CC(C)(C)NC(=O)CSc1nnnn1-c1ccccc1OCC(F)F,generated,371.41300000000007,99.9
ABCE,0,CN(Cc1cnn(C)c1)C(=O)C1CC1CN1CCOCC1,generated,292.38300000000004,99.9
ABCO,0,CN(CCCNc1ccc2nc(S(N)(=O)=O)[nH]c2c1)c1ccccc1,generated,359.45500000000004,99.9
ABBZ,0,CC(C)(C)OC(=O)OC(C(=O)Nc1cccc(N2CCOCC2)c1)c1ccccc1,generated,412.4860000000003,99.9
ABCF,0,CCN(C(=O)CCCc1ccc(SC)cc1)C(C)C,generated,279.44900000000007,99.9
ABCI,0,CNc1ncc(C(=O)Nc2ccccc2C(=O)C(C)C)c(Cl)n1,generated,332.791,99.9
ABCJ,0,CCOc1ccccc1CNC(=O)c1cnc(-n2ccnc2)s1,generated,328.397,99.9
ABCK,0,Cc1ccc2[nH]nc(NCc3ccc(-c4ccccc4)cc3)c2c1,generated,313.40400000000005,99.9
ABCL,0,Cc1ccn2c(=NC(=O)Cc3cn4ccsc4n3)sc(C)c2c1,generated,342.44900000000007,99.9
ABCM,0,CC1(C)CC=C(COc2ccc3c(C=Cc4ccccc4)n[nH]c3c2)CCCC1,generated,386.5390000000002,99.9
ABCG,0,O=C(NCCc1c[nH]nc1C(F)(F)F)c1ccco1,generated,273.214,99.9
ABCH,0,CCCCCCCCCCCCCCCCCCCCOCC(COCc1ccccc1)NC(=O)OC(C)(C)C,generated,561.8920000000002,99.9
ABDG,0,CCc1nc(N)nc(N(C)Cc2ccc(Oc3cccc(Cl)c3)cc2)c1C#N,generated,393.8780000000001,99.9
ABCN,0,CCN(CC)S(=O)(=O)N(CC(=O)Nc1ccc(Cl)c(C)c1)Cc1ccc(N2CCOCC2)cc1,generated,509.0720000000004,99.9
ABDF,0,COC1CCC(C(=O)Nc2ccn(CC(N)=O)n2)CC1,generated,280.3280000000001,99.9
ABCS,0,CC1CCCN(S(=O)(=O)c2ccc3nnc(-c4ccco4)n3n2)C1,generated,347.4000000000001,99.9
ABCT,0,CC(Oc1ccccc1)C(=O)Nc1ccc(-n2ccnc2)nc1,training,308.341,99.9
ABCU,0,O=C(Nc1cnn(Cc2cccc(F)c2)c1)C1CCCO1,generated,289.3100000000001,99.9
ABCV,0,CCc1cc(C)cc(C)c1C(=O)CCCOC1=C(OC)C(C)(O)C(O)CC1(C)O,generated,406.5190000000001,99.9
ABCW,0,COC(=O)Nc1ccc(OCC(=O)NC(C)CC#N)cc1,generated,291.30699999999996,99.9
ABCQ,0,CC(C)(C)C(=O)Nc1ccc(-c2nc3c(c(=O)[nH]2)CCC3)cc1,generated,311.3850000000001,99.9
ABCP,0,Cc1ccc(CNC(=O)Nc2ccc(-c3ncc(C)o3)cc2)o1,generated,311.34100000000007,99.9
ABCX,0,COC(=O)c1ccc(C(=O)CC(=O)Nc2ccccc2OC)cc1,generated,327.33600000000007,99.9
ABDA,0,O=C(O)CCC(=O)NCCc1ccc(-c2ccccc2)cc1,generated,297.354,99.9
ABDB,0,Cc1ccc(F)c(OCC(=O)Nc2ccc(C(F)(F)F)cn2)c1,generated,328.26500000000004,99.9
ABDC,0,Cc1cc2ccccc2n1CC(=O)NCc1ccc(C#N)cc1,generated,303.36499999999995,99.9
ABDD,0,COc1ccc(C=NNC(=O)Cc2ccc(Cl)cc2)cc1,generated,302.76099999999997,99.9
ABDE,0,CC(C)c1ccccc1OCCCNC(=O)CN(C)S(C)(=O)=O,generated,342.461,99.9
ABCY,0,Cc1c(C(=O)N2CCOC(C)(C)C2)cnn1-c1ccncc1,training,300.362,99.9
ABCZ,0,COc1ccc2c(c1)C1(CCN(C(=O)COc3ccc(C(C)C)cc3)CC1)OCC2,generated,409.52600000000024,99.9
ABCR,0,Cc1ccc(S(=O)(=O)NCC2CCN(C(=O)N3CC3)CC2)cc1,generated,337.44500000000016,99.9
ABDH,0,COc1ccc(CCC(O)(Cn2cncn2)c2ccc(F)cc2F)cc1OC,generated,389.4020000000001,99.9
ABEC,0,COc1cc(OC)cc(C(=O)NCC(c2cccs2)N(C)C)c1,training,334.44100000000003,99.9
ABDK,0,CC(C)(C)C(C#N)NC(=O)NCCc1cnc(-c2ccccc2)s1,generated,342.468,99.9
ABDL,0,Cc1cc(COc2cc(NC(=O)c3ccccc3F)ccn2)no1,generated,327.31500000000005,99.9
ABDM,0,CC(C)(C)N(Cc1cccnc1)C(=O)C1CCOCC1,generated,276.38000000000005,99.9
ABDN,0,Cc1cccc(C)c1N(C)S(=O)(=O)c1cnn(C)c1,generated,279.365,99.9
ABDO,0,Cc1cc(=O)[nH]c(CCC(=O)N(C)Cc2ccc(F)cc2)n1,generated,303.337,99.9
ABDP,0,C=CC1CN2CCC1C(c1cccc(C(F)(F)F)c1)C2,generated,281.32099999999997,99.9
ABDJ,0,CCCCc1cnc(CNC(=O)c2cccc(C(=O)N(C)C)c2)o1,generated,329.4000000000001,99.9
ABDQ,0,CC(C)(C)c1nc(CN(Cc2ccco2)CC2CCCO2)no1,generated,319.4050000000001,99.9
ABDS,0,COc1ccc2c(c1)OC(CNC(=O)NCc1ccco1)CC2,generated,316.3570000000001,99.9
ABDT,0,COC(=O)C1COC(=O)N(c2ccc(NS(C)(=O)=O)cc2)C1,generated,328.3460000000001,99.9
ABDU,0,O=C(COc1ccc2cc(OCCCN3CCOCC3)ccc2c1)NCC(c1ccccc1)C(F)(F)F,generated,516.5600000000002,99.9
ABDV,0,O=C(NCc1ccco1)c1cccc(OCc2ccccn2)n1,generated,309.325,99.9
ABDW,0,CC(C)(C#N)Nc1nc(-c2ccccc2)c(-c2ccc(O)c(O)c2)o1,generated,335.3630000000001,99.9
ABDX,0,CC(C)c1ccc(CNC(=O)NCCCc2ccccn2)cc1,generated,311.429,99.9
ABDR,0,CC(C)C(=O)N1CCN(C(=O)c2ccoc2)CC1,generated,250.29799999999997,99.9
ABDI,0,CC(C)(C)NC(=O)CNC(=O)Nc1cccc(-n2cccn2)c1,generated,315.377,99.9
ABDY,0,c1ccc(-c2ccc(CN3CCCC3c3ccccc3)o2)cc1,generated,303.405,99.9
ABEA,0,COc1ccc(Cn2ccc3c(NCCN4CCCC4)ncnc32)cc1,generated,351.45400000000006,99.9
ABED,0,Cc1cccc(CC(C)CO)c1C(=O)c1ccc(F)cc1,generated,286.346,99.9
ABEE,0,CN(C)CCCCN1CCC(COC(=O)c2nn(CC3CCCCC3)c3ccccc23)CC1,generated,454.6590000000004,99.9
ABEF,0,Cc1ccc(CN2CCCC(c3nncn3C)C2)cc1,generated,270.38,99.9
ABEG,0,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1C(O)C(O)C(O)C1CNC(=O)OCC,generated,599.8940000000002,99.9
ABEH,0,CCc1nnc(CN(C)C(=O)c2ccc(-c3ccccc3)s2)o1,generated,327.40900000000005,99.9
ABEB,0,Cc1noc(C)c1CN1CCC(C(=O)N2CCN(C(C)C)CC2)CC1,generated,348.49100000000016,99.9
ABDZ,0,O=C(Nc1ccccc1N1CCCCC1)c1ccccc1Br,generated,359.26699999999994,99.9
ABEI,0,COc1cccc(CSc2nc3cc(F)ccc3n2C)c1OC,generated,332.4000000000001,99.9
ABEL,0,CC(c1cccs1)N(C)C(=O)CC1CCCCN1S(C)(=O)=O,generated,344.502,99.9
ABEM,0,COC(=O)N(C)c1ccc(CCNC(=O)Cc2ccccc2)cc1,generated,326.39599999999996,99.9
ABEN,0,Cc1cc(C)cc(NC(=O)NC(C)c2cc(C)on2)c1,generated,273.336,99.9
ABEO,0,Cc1ccc(OCc2nc(-c3ccccc3)no2)cc1S(C)(=O)=O,generated,344.3920000000001,99.9
ABEP,0,CC1=C(Cc2cccc(N3CCCC3)c2)C(=O)C(C)=C(c2ccccc2)C1=O,generated,371.48,99.9
ABEJ,0,CCN(CC(=O)N(C)Cc1ccccn1)C(=O)Cc1ccsc1,generated,331.44100000000003,99.9
ABEK,0,Cc1ccc(-n2nc(C(=O)NC(C)(C)C)nc2C2CC2)cc1,generated,298.3900000000001,99.9
ABEQ,0,CC(=O)Oc1ccccc1C(C)=CC=CCC(=O)OCCOCCOCCOCCOCCOC(=O)CNC(=O)C(C)C,generated,607.6970000000005,99.9
ABES,0,CC(NC(=O)OCc1ccccc1)C(=O)N1CCN(C)CC1,generated,305.3780000000001,99.9
AAWI,0,COc1ccccc1NC(=O)NS(=O)(=O)c1ccc(Br)s1,generated,391.26800000000003,99.9
ABEV,0,Cc1cccc(NC(=O)c2cccc(-c3ccoc3)c2)c1,generated,277.32300000000004,99.9
ABEW,0,CC(C)(C)CC(=O)Nc1cc(-n2ccnc2)nc(N)n1,generated,274.32800000000003,99.9
ABEX,0,Cc1nc(-c2ccc(Cl)cc2)cc(-c2cccc(F)c2)n1,generated,298.748,99.9
ABEY,0,CC1CCN(C(=O)CN2CCN(CC=Cc3ccccc3)CC2)CC1,generated,341.49900000000014,99.9
ABEZ,0,O=C(CCCCCCCCCCCCCCCCCCCCCCCCNC(=O)NCc1ccccc1)NC1CCS(=O)(=O)C1,generated,648.0110000000002,99.9
ABFJ,0,COc1ccc(C=CC(=O)N2C(C)=C(C(C)C)CCC2(C)C)cc1,generated,327.4680000000001,99.9
ABEU,0,O=C(O)c1cn(C2CC2)c2c(Cl)cc(Cl)cc2c1=O,generated,298.12500000000006,99.9
ABFA,0,CC(C)NC(=O)C1CCN(C(=O)CCc2cccnc2)CC1,generated,303.40600000000006,99.9
ABFD,0,COc1cccc(CN(C)c2nccc(Nc3ccc(C)nn3)n2)c1,generated,336.39900000000006,99.9
